book_title,book_author,book_translator,book_pub_date,book_isbn
"IT CookBook, 전기전자공학 개론(개정 5판)",Stan Gibilisco ,,2013-02-11,9788998756017
"IT CookBook, 원리로 이해하는 마이크로파 공학",홍익표 ,,2015-07-10,9791156641896
9가지 사례로 익히는 고급 스파크 분석,"샌디 라이자 , 유리 레이저슨 , 션 오언 , 조시 윌스 ",,2016-07-01,9788968482892
파이썬 라이브러리를 활용한 데이터 분석(수정보완판),웨스 맥키니(Wes Mckinney) ,,2013-10-26,9788968480478
9가지 사례로 익히는 고급 스파크 분석,"샌디 라이자 , 유리 레이저슨 , 션 오언 , 조시 윌스 ",,2016-07-01,9788968482892
"IT CookBook, 회로이론 : Circuits","Fawwaz T. Ulaby , Michel M. Maharbiz ",,2014-07-22,9791156641193
Make : Technology on Your Time Volume 07,메이커 미디어 ,,2013-12-28,9788968480669
"IT CookBook, SQL Server로 배우는 데이터베이스 개론과 실습","박우창 , 남송휘 ",,2013-07-01,9788998756246
easy LED : 초보자를 위한 LED 가이드북,홍순관 ,,2017-01-02,9791156643005
"IT CookBook, 처음 만나는 회로이론",방성완 ,,2016-01-12,9791156642350
헬로 데이터 과학 : 삶과 업무를 바꾸는 생활 데이터 활용법,김진영 ,,2016-02-23,9788968482656
"IT CookBook, 기초 회로이론(개정판) : 선형회로해석의 기본 원리",최윤식 ,,2014-07-22,9791156641292
"뇌를 자극하는 SQL Server 2012 (1권, 기본편)",우재남 ,,2013-02-13,9788979149920
Head First Data Analysis : 당신을 최고의 데이터 분석가로 이끌어줄 마법 같은 학습서,마이클 밀튼 ,,2013-04-11,9788968480119
R로 배우는 데이터 분석 기본기 데이터 시각화 : 예제와 함수 중심으로 배우는 빅데이터 분석,후나오 노부오 ,,2014-01-02,9788968480645
핸즈온 머신러닝,오렐리앙 제롱(Aurélien Géron) ,,2018-04-27,9791162240731
파이썬을 활용한 베이지안 통계: 동전 던지기와 하키 승률로 배우는 데이터 분석,앨런 B. 다우니 ,,2014-07-14,9788968481147
"IT CookBook, 리눅스 실습 for Beginner",우재남 ,,2020-01-06,9791156644705
"뇌를 자극하는 SQL Server 2012 (2권, 관리/응용편)",우재남 ,,2014-04-28,9788968480782
비즈니스 활용 사례로 배우는 데이터 분석:R,"사카마키 류지 , 사토 요헤이 ",,2015-10-28,9788968482113
"IT CookBook, Android Studio를 활용한 안드로이드 프로그래밍(5판)","우재남 , 박길식 ",,2020-01-08,9791156644804
미술관에 GAN 딥러닝 실전 프로젝트,데이비드 포스터 ,,2019-11-15,9791162241080
파이썬 라이브러리를 활용한 데이터 분석(2판),웨스 맥키니 ,,2019-05-20,9791162241905
"IT CookBook, 전기전자공학 개론(개정 6판)","Stan Gibilisco , Simon Monk ",,2017-11-30,9791156643661
실시간 분석의 모든 것: 스트리밍 데이터 분석 및 시각화 시스템 구축 가이드,바이런 엘리스 ,,2015-12-11,9788968482298
일상 무기 제작법 2 : 생활용품으로 첩보 무기 만들기,존 오스틴 ,,2015-12-01,9788968482328
이것이 리눅스다 (개정판) with RedHat CentOS 8,우재남 ,,2020-04-10,9791162242605
일상 무기 제작법 3 : 생활용품으로 중세의 공성 무기 만들기,존 오스틴 ,,2016-02-19,9788968482472
파이썬 라이브러리를 활용한 머신러닝(번역개정판) : 사이킷런 핵심 개발자가 쓴 머신러닝과 데이터 과학 실무서,"안드레아스 뮐러 , 세라 가이도 ",,2019-03-29,9791162241646
MATLAB으로 배우는 공학 수치해석(개정판),방성완 ,,2018-07-20,9791156643999
이것이 MySQL이다,우재남 ,,2016-06-10,9788968482793
파이썬을 활용한 금융 분석,이브 힐피시 ,,2016-05-18,9788968482779
이공계생을 위한 확률과 통계 : Forward-Looking Probability and Statistics,안승철 ,,2014-07-10,9791156641223
"IT CookBook, Android Studio를 활용한 안드로이드 프로그래밍(4판)","우재남 , 박길식 ",,2019-01-08,9791156644385
"IT CookBook, 데이터베이스 개론",김연희 ,,2013-07-03,9788998756253
"IT CookBook, 기초 회로이론(개정 2판)",최윤식 ,,2017-12-28,9791156643715
회사에서 바로 통하는 엑셀 실무 데이터 분석,최준선 ,,2012-11-20,9788979149807
Head First Statistics: 실생활 예제로 배우는 정말 쉬운 통계 이야기,돈 그리피스 ,,2012-04-26,9788979147278
Think Stats : 프로그래머를 위한 통계 및 데이터 분석 방법,앨런 B. 다우니 ,,2013-09-03,9788968486340
기초 확률과 통계 : BASIC PROBABILITY & STATISTICS,박대수 ,,2013-08-21,9788998756543
"IT CookBook , MySQL로 배우는 데이터베이스 개론과 실습","박우창 , 남송휘 , 이현룡 ",,2019-08-15,9791156644576
자바로 배우는 핵심 자료구조와 알고리즘,앨런 B. 다우니 ,,2018-06-01,9791162240847
HBase 완벽 가이드: 하둡 환경에서 실시간 빅데이터 랜덤 엑세스를 제공하는 클라우드 NoSQL,라스 조지 ,,2013-01-26,9788979148381
실전 하둡 운용 가이드 : 대규모 하둡 클러스터 관리를 위한 필수 노하우,에릭 새머 ,,2013-07-24,9788968480300
MATLAB으로 배우는 공학수학 : Engineering Mathematics (개정판),소상균 ,,2018-04-05,9791156643869
이것이 리눅스다,우재남 ,,2015-06-25,9788968481963
제대로 배우는 MATLAB,방성완 ,,2014-10-10,9791156641346
"IT CookBook, 오라클로 배우는 데이터베이스 개론과 실습","박우창 , 남송휘 , 이현룡 ",,2014-06-19,9791156641186
처음 배우는 딥러닝 수학,"와쿠이 요시유키 , 와쿠이 사다미 ",,2018-02-01,9791162240441
하둡 완벽 가이드 : 클라우드 컴퓨팅 구축을 위한 실전 안내서(개정3판),톰 화이트 ,,2013-06-22,9788968480201
"IT CookBook, 오라클로 배우는 데이터베이스 개론과 실습(2판)","박우창 , 남송휘 , 이현룡 ",,2020-07-30,9791156645023
MATLAB으로 배우는 선형대수학 : Linear Algebra with MATLAB,"이광연 , 설한국 ",,2015-06-10,9791156641841
Head First PHP & MySQL: 효과적이고 생동감 넘치는 웹 애플리케이션 만들기,"린 베일리 , 마이클 모리슨 공저 ",,2010-05-07,9788979147391
엔지니어를 위한 데이터 시각화 :  D3.js로 배우는 데이터 시각화 이론과 12가지 사례,"모리후지 다이치 , 안티베이지안 ",,2015-04-27,9788968481918
데이터 시각화를 위한 데이터 인사이트 : 빅데이터를 바라보는 통찰의 눈,헌터 휘트니 ,,2014-04-18,9788968480942
"IT CookBook, 데이터베이스 관리와 실습(개정판) : MS SQL Server 2008",손광수 ,,2013-07-02,9788998756468
Head First C : 내공 있는 C 프로그래머로 이끌어주는 착한 안내서,"데이빗 그리피스 , 돈 그리피스 ",,2012-11-08,9788979149760
비즈니스를 위한 데이터 과학 : 빅데이터를 바라보는 데이터 마이닝과 분석적 사고,"포스터 프로보스트 , 톰 포셋 ",,2014-06-24,9788968481093
Head First Programming : 파이썬으로 처음 배우는 프로그래밍,"폴 배리 , 데이빗 그리피스 ",,2011-03-17,9788979148190
"MySQL Troubleshooting : 쿼리 문제, 원인을 알면 해결은 쉽다",스베타 스머노바(Sveta Smirnova) ,,2013-02-07,9788979149999
핸즈온 머신러닝,오렐리앙 제롱(Aurélien Géron) ,,2018-04-27,9791162240731
Head First Android Development : 개념과 구조를 머릿속에 그려주는 안드로이드 개발 입문서(개정판),"돈 그리피스 , 데이비드 그리피스 ",,2018-07-15,9791162240953
"데이터과학 입문: 구글, MS, 이베이 데이터과학자에게 배우다","레이철 슈트 , 캐시 오닐 ",,2014-10-28,9788968481352
"IT CookBook, 기초전자실험 : with PSpice",홍순관 ,,2013-03-19,9788998756123
파이썬을 활용한 금융 분석,이브 힐피시 ,,2016-05-18,9788968482779
맵리듀스 디자인 패턴 : 하둡과 빅데이터에 효과적인 6가지 방법론과 26가지 실용 패턴,"도널드 마이너 , 아담 슈크 ",,2013-07-24,9788968480348
데이터 분석을 통한 네트워크 보안 : IoT 시대에 맞는 상황 인식형 보안 구축하기,마이클 콜린스 ,,2016-03-28,9788968482588
"IT CookBook, MATLAB으로 배우는 공학 수치해석",방성완 ,,2014-01-24,9788998756840
머하웃 완벽 가이드(Mahout in Action): 하둡에 딱 맞는 빅데이터를 활용한 기계학습,"션 오웬 , 로빈 애닐 , 테드더닝 , 엘렌 프리드만 ",,2012-10-23,9788979149609
"IT CookBook, 광통신 공학 : MATLAB과 함께하는 광통신 시스템",이종형 ,,2015-02-24,9791156641759
"IT CookBook, 공업수학 : 기본 개념부터 응용까지",이준탁 ,,2015-02-16,9791156641742
"IT CookBook, 핵심이 보이는 신호 및 시스템 : 기본 이론부터 MATLAB 실습까지",이철희 ,,2015-01-09,9791156641469
"IT CookBook, 디지털 신호 처리 : 기본 이론부터 MATLAB 실습까지",이철희 ,,2013-07-31,9788998756307
기초 공업수학,마인숙 ,,2017-02-28,9791156642985
하둡 완벽 가이드(4판),톰 화이트 ,,2017-03-01,9788968484599
뇌를 자극하는 PHP 프로그래밍,조명진 ,,2009-07-21,9788979146585
기초 선형대수학 : BASIC LINEAR ALGEBRA,"이광연 , 설한국 , 김진수 ",,2013-11-02,9788998756642
공학 기초수학 : Basic Mathematics for Engineering,함남우 ,,2014-07-07,9791156641179
SQL 첫걸음: 하루 30분 36강으로 배우는 완전 초보의 SQL 따라잡기,아사이 아츠시 ,,2015-10-26,9788968482311
SQL 레벨업 : DB 성능 최적화를 위한 SQL 실전 가이드,미크 ,,2016-01-22,9788968482519
뇌를 자극하는 C 프로그래밍,서현우 ,,2005-10-01,8979143443
Head First SQL : 효율적인 DB 관리를 위한 SQL 학습법,린 베일리 ,,2008-05-28,9788979145601
이것이 C 언어다,서현우 ,,2014-05-20,9788968481024
뇌를 자극하는 파이썬 3,박상현 ,,2016-02-05,9788968482359
NCS를 기반으로 한 직무 기초수학,"이광연 , 조성훈 , 최상일 ",,2018-10-05,9791156644002
만들면서 배우는 기계 학습: 생각을 만드는 빅데이터 기술,오다카 토모히로 ,,2012-06-18,9788979149234
Head First Programming : 파이썬으로 처음 배우는 프로그래밍,"폴 배리 , 데이빗 그리피스 ",,2011-03-17,9788979148190
"안드로이드 프로그래밍 정복 4판, 1권",김상형 ,,2016-01-22,9788968482526
Head First Python : 머리에 쏙쏙 들어오는 파이썬 안내서(수정판),폴 베리 ,,2016-03-28,9788968482724
수식이 보이는 공학수학 : Engineering Mathematics,장윤석 ,,2013-03-07,9788998756062
"IT CookBook, 영상을 이용한 디지털 신호처리 : 실제적인 사례와 응용","엄민영 , 김성제 ",,2014-01-28,9788998756857
클라우드 시스템을 관리하는 기술,"토머스 리몬첼리 , 스트래터 체일럽 , 크리스티나 호건 ",,2016-02-25,9788968482618
"Modern PHP: 네임스페이스, 트레이트, 클로저부터 모범 사례와 최신 도구까지",조시 록하트 ,,2015-10-15,9788968482250
웹 엔지니어가 알아야 할 인프라의 기본,바바 토시아키 ,,2015-06-28,9788968482014
유닉스 리눅스 셸 스크립트 예제 사전,오스미 유스케 ,,2015-08-27,9788968482137
"IT CookBook, PHP 프로그래밍 입문(개정판)",황재호 ,,2013-05-28,9788998756208
"IT CookBook, PHP 프로그래밍 for Beginner","박대혁 , 강의선 ",,2009-07-08,9788979146318
이것이 자바다,신용권 ,,2015-01-06,9788968481475
"IT CookBook, 원리로 이해하는 통신이론 : Analog & Digital Communications",한동석 ,,2015-01-01,9791156641445
"안드로이드 프로그래밍 정복 4판, 2권",김상형 ,,2016-01-22,9788968482533
최신 공학수학 with Sage Ⅱ,"이상구 , 김영록 , 박준현 , 김응기 , 이재화 ",,2016-01-12,9791156642107
기초 미분적분학(개정판) : Pre Calculus,함남우 ,,2017-07-07,9791156643210
"IT CookBook, 기초 신호 및 시스템",이철희 ,,2016-07-18,9791156642657
"IT CookBook, 통신시스템의 기초 : Fundamentals of Communications Systems",마이클 피츠 ,,2009-03-09,9788979146554
최신 공학수학 with Sage Ⅰ,"이상구 , 김영록 , 박준현 , 김응기 , 이재화 ",,2016-01-12,9791156642091
뇌를 자극하는 알고리즘,박상현 ,,2009-09-04,9788979146875
전공이 보이는 미분적분학: FOR ELECTRICAL & ELECTRONIC ENGINEERS,장윤석 ,,2015-05-30,9791156641827
"IT CookBook, C 언어 트레이닝",김상형 ,,2017-12-04,9791156643609
"IT CookBook, C++ 트레이닝",김상형 ,,2018-03-25,9791156643906
혼자 공부하는 C 언어,서현우 ,,2019-06-10,9791162241868
수식이 보이는 공학수학 : Engineering Mathematics (개정판),장윤석 ,,2018-06-20,9791156644026
"IT CookBook, 디지털 영상처리 입문 : 오감을 자극하는 3차원 입체 학습","신종홍 , 장선봉 , 지인호 ",,2015-02-16,9791156641766
파이썬 정복,김상형 ,,2018-04-02,9791162240540
"(10대를 위한 프로그래밍 노트, 수프) 코딩 클럽 LV1. 모두를 위한 파이썬 기초",크리스 로피 ,,2015-08-26,9788968482168
PHP 보안: 몇 줄의 코드로 안전하게,크리스 쉬플릿 ,,2006-03-07,8979143877
"유닉스 리눅스 프로그래밍 필수 유틸리티(개정판) : vim make, gcc, gdb, svn, binutils, autoconf, autotools",백창우 ,,2010-08-01,9788979147599
"(10대를 위한 프로그래밍 노트, 수프) 코딩 클럽 LV2. 본격 파이썬 입문",크리스 로피 ,,2015-08-26,9788968482175
유닉스 리눅스 명령어 사전(개정판),"우종경 , 박종오 ",,2010-11-25,9788979147933
"IT CookBook, HTML & CSS for Beginner",황재호 ,,2016-11-10,9791156642794
"IT CookBook, PHP 프로그래밍 입문(3판)",황재호 ,,2019-05-20,9791156644446
Hello Coding HTML5+CSS3,황재호 ,,2018-03-02,9791162240502
Head First Java: 뇌 회로를 자극하는 자바 학습법(개정판),"케이시 시에라 , 버트 베이츠 ",,2005-11-16,8979143710
The Art of Computer Programming 2: 준수치적 알고리즘(개정 3판),도널드 커누스(Donald E. Knuth) ,,2007-09-14,9788979144840
The Art of Computer Programming 1: 기초 알고리즘(개정 3판),도널드 커누스(Donald E. Knuth) ,,2006-09-28,9788979144307
The Art of Computer Programming 3: 정렬과 검색(개정 2판),도널드 커누스(Donald E. Knuth)) ,,2008-01-01,9788979145496
미적분학,"Carol Ash , Robert B. Ash ",,2016-01-21,9791156642343
"IT CookBook, 디지털 통신 시스템 : Digital Communication Systems","정호영 , 임승각 ",,2011-01-31,9788979147988
"자바 8 인 액션 : 람다, 스트림, 함수형 프로그래밍으로 새로워진 자바 마스터하기","라울-게이브리얼 우르마 , 마리오 푸스코 , 앨런 마이크로프트 ",,2015-03-19,9788968481796
The Art of Computer Programming 4A 컴퓨터 프로그래밍의 예술: 조합적 알고리즘 1부,도널드 커누스(Donald E. Knuth) ,,2013-08-19,9788968480287
"IT CookBook for Beginner, C++ 기초","신호철 , 조인현 ",,2013-08-13,9788998756475
기초 미분적분학 : Pre Calculus,함남우 ,,2014-01-28,9788998756819
"IT CookBook, 기본 개념과 핵심 원리로 배우는 C++ 프로그래밍",김화수 ,,2017-12-22,9791156643647
"IT CookBook, C++ 프로그래밍 기초 : 객체지향의 시작","성윤정 , 김태은 ",,2014-03-12,9791156641049
"IT CookBook, C C++로 배우는 자료구조론",주우석 ,,2015-02-24,9791156641780
"IT CookBook, C++ 하이킹 : 객체지향과 만나는 여행","성윤정 , 김태은 ",,2013-06-19,9788998756215
"IT CookBook, 컴퓨터 비전",오일석 ,,2014-07-01,9791156641216
뇌를 자극하는 C++ 프로그래밍,이현창 ,,2006-07-06,8979144199
PHP & MySQL 닌자 비법서,"톰 버틀러 Tom Butler , 케빈 양크 Kevin Yank ",,2019-02-01,9791162241455
"모던 웹 디자인을 위한 HTML5+CSS3 입문, 개정판",윤인성 ,,2015-01-19,9788968481611
우분투 환경에서 C 언어로 배우는 리눅스 프로그래밍,이이오 준 ,,2012-09-24,9788979149531
인터랙티브 웹디자인북: 웹디자이너를 위한 HTML5+CSS3+jQuery 사용설명서,최성일 ,,2015-04-27,9788968481895
러닝 PHP,데이비드 스클라 ,,2017-04-01,9788968483486
모던 웹을 위한 JavaScript + jQuery 입문(3판),윤인성 ,,2017-05-01,9788968483554
리눅스 시스템 프로그래밍(개정2판) : 커널과 C 라이브러리로 풀어가는(리눅스 3.x 최신 커널 기반),로버트 러브 ,,2014-12-26,9788968481482
"(10대를 위한 프로그래밍 노트, 수프) 코딩 클럽 LV3. 제대로 된 파이썬 앱 만들기",크리스 로피 ,,2015-11-06,9788968482335
파이썬으로 배우는 프로그래밍 기초,크리스 로피 ,,2016-08-18,9788968484940
"(10대를 위한 프로그래밍 노트, 수프) 코딩 클럽 LV4. 파이썬 프로그래밍 아트",크리스 로피 ,,2016-09-28,9788968484797
Head First Servlets & JSP(개정판) : 상상력을 자극하는 몰입의 학습법,"케이시 시에라 , 버트 베이츠 , 브라얀 바샴 ",,2009-02-02,9788979146639
HTML5+CSS3 정복 : 실습 위주의 친절한 HTML5 자습서,김상형 ,,2014-09-28,9788968481277
뇌를 자극하는 Java 프로그래밍,김윤명 ,,2006-09-04,8979143974
Head First Design Patterns: 스토리가 있는 패턴 학습법,"에릭 프리먼 , 엘리자베스 프리먼 , 케이시 시에라 , 버트 베이츠 ",,2005-08-22,8979143400
easy LTE : 초보 기술자를 위한 이동통신 가이드북,이상근 ,,2015-07-10,9791156641834
"IT CookBook, C C++ 프로그래밍 : 프로그래밍 기초와 객체지향",김동근 ,,2013-03-12,9788998756086
"IT CookBook, C로 배우는 쉬운 자료구조(개정판)",이지영 ,,2013-07-28,9788998756383
자바스크립트 자료구조와 알고리즘 : 구조적이고 효율적인 자바스크립트 프로그래밍 기법 익히기,마이클 맥밀런 ,,2014-08-28,9788968481222
"IT CookBook, 자바로 배우는 쉬운 자료구조",이지영 ,,2013-07-02,9788998756420
기계 학습,오일석 ,,2017-12-05,9791156641582
"IT CookBook, OpenGL로 배우는 3차원 컴퓨터 그래픽스",주우석 ,,2013-08-18,9788998756505
뇌를 자극하는 C++ STL,공동환 ,,2012-04-26,9788979149135
인터랙티브 디벨로퍼: 구글 엔지니어의 포트폴리오,김종민 ,,2015-07-24,9788968481840
모던 웹을 위한 Node.js 프로그래밍 3판,윤인성 ,,2016-07-01,9788968482946
코딩의 기술 : C와 C++ 게임 코드로 알아보는,오즈 모리하루 ,,2016-03-28,9788968482694
데이터베이스 첫걸음,"미크 , 기무라 메이지 ",,2016-10-10,9788968487316
"IT CookBook, HTML5 웹 프로그래밍 입문(3판)",윤인성 ,,2019-07-20,9791156644552
28일 동안 배우는 리눅스 서버 관리,카사노 히데마츠 ,,2014-09-28,9788968481215
"뇌를 자극하는 RedHat Fedora 리눅스 서버 & 네트워크, 3판",우재남 ,,2014-09-02,9788968481208
"리눅스 커널의 이해, 개정 3판","다니엘 보베이 , 마르코 체사티 ",,2006-09-28,8979144326
"IT EXPERT, 리눅스 커널 프로그래밍",한동훈 ,,2007-01-02,8979144601
"(꼬마해커의 작업실, 수프) 스크래치 : 창의력과 문제해결능력 향상을 위한 첫걸음","김종훈 , 양영훈 ",,2014-03-20,9788968480829
뇌를 자극하는 JSP & Servlet,김윤명 ,,2010-12-15,9788979147506
모던 웹을 위한 HTML5+CSS3 바이블(3판),윤인성 ,,2019-05-01,9791162241585
"(10대를 위한 프로그래밍 노트, 수프) 프로그래밍 비타민 : 컴퓨팅 사고력을 키우는 22가지 이야기",김종훈 ,,2015-07-28,9788968482106
"(꼬마해커의 작업실, 수프) 스크래치 알고리즘 : 초등학생도 볼 수 있는 가장 쉬운 알고리즘",김종훈 ,,2014-11-12,9788968481390
혼자 공부하는 파이썬,윤인성 ,,2019-06-10,9791162241882
사전처럼 바로 찾아 쓰는 알고리즘,"조지 T. 하인만 , 게리 폴리케 , 스탠리 셀코 ",,2010-03-08,9788979147292
더글라스 크락포드의 자바스크립트 핵심 가이드,더글라스 크락포드(Douglas Crockford) ,,2008-09-26,9788979145984
Programming Challenges: 알고리즘 트레이닝 북,"스티븐 스키에나 , 미구엘 레비야 ",,2004-07-14,8979142889
"인사이드 자바스크립트 : 핵심 개념과 원리를 정확하게. jQuery, Node.js, 클로저의 개념까지","송형주 , 고현준 ",,2014-01-02,9788968480652
"IT CookBook, HTML5 웹 프로그래밍 입문(개정판)",윤인성 ,,2016-12-26,9791156643074
읽기 좋은 자바스크립트 코딩 기법: 유지보수가 쉬운 코드로 팀의 생산성을 높이자,니콜라스 자카스 ,,2013-01-26,9788979149883
이것이 SQL Server다,우재남 ,,2016-06-28,9788968482922
"한 권으로 끝내는 Node & Express(Node 4, Express 4 테스트 완료)",이선 브라운 ,,2015-10-24,9788968482229
"IT CookBook, C로 배우는 쉬운 자료구조(개정3판)",이지영 ,,2016-07-28,9791156642695
"모던 웹을 위한 JavaScript + jQuery 입문(개정판) : 자바스크립트에서 제이쿼리, 제이쿼리 모바일까지 한 권으로 끝낸다",윤인성 ,,2013-09-03,9788968480423
RT:FM 두 번째 이야기: 프로그래머로 사는 법,"윤인성 , 김현수 , 유영창 , 이고잉 , 명승은 , 이철혁 ",,2013-07-25,9788968486425
"jQuery 최고의 교과서 : 디자이너, 퍼블리셔, 개발자를 위한 처음 시작하는 제이쿼리",주식회사 시프트브레인 ,,2015-01-28,9788968481574
자바스크립트를 말하다 : 가장 간결하면서도 완벽한 자바스크립트 입문서,악셀 라우슈마이어 ,,2014-09-12,9788968481192
전문가를 위한 C++ : C++ 11을 대하는 유쾌한 방법(개정판 1권),"마크 그레고리 , 니콜라스 솔터 , 스캇 클레퍼 ",,2013-10-17,9788968480386
함수형 자바스크립트 : 새롭고 올바른 자바스크립트 프로그래밍 기법,마이클 포거스 ,,2014-01-28,9788968480799
전문가를 위한 C++ : C++ 11을 대하는 유쾌한 방법(개정판 2권),"마크 그레고리 , 니콜라스 솔터 , 스캇 클레퍼 ",,2013-10-17,9788968480393
UNIX V6로 배우는 커널의 원리와 구조 : 고전으로 익히는 운영체제,아오야기 타카히로 ,,2014-05-28,9788968480966
자바스크립트 성능 최적화: High Performance JavaScript,니콜라스 자카스 ,,2011-09-15,9788979148558
스크래치를 활용한 문제해결능력 향상,김종훈 ,,2016-02-19,9788968482625
"(10대를 위한 프로그래밍 노트, 수프) 앱 인벤터: 나만의 앱 만들기! 구글과 MIT 기술로 배우는 컴퓨팅 사고력",김종훈 ,,2016-01-14,9788968482342
"IT CookBook, 소프트웨어 세상을 여는 컴퓨터 과학",김종훈 ,,2018-01-26,9791156643814
Elemental Design Patterns : 객체지향과 디자인 패턴의 연결 고리,제이슨 맥컴 스미스 ,,2013-05-02,9788968480140
"최고의 아빠가 알려주는 1등 코딩, 스크래치 3.0",김종훈 ,,2019-09-10,9791162242100
리팩토링: 코드 품질을 개선하는 객체지향 사고법,마틴 파울러 ,,2012-11-01,9788979149715
Head First HTML5 Programming: 웹 표준으로 만드는 생동감 있는 웹 애플리케이션,"에릭 프리먼 , 엘리자베스 롭슨 ",,2012-07-28,9788979149326
좋은 코딩 나쁜 코딩 : 단순한 코드가 좋은 코드다 (2판),박진수 ,,2013-10-10,9788968480560
창의적인 문제 해결 능력을 키워주는 IT 퍼즐,"김종훈 , 김병수 , 김태훈 , 양영훈 , 오정철 , 현동림 ",,2017-08-01,9788968488634
읽기 좋은 코드가 좋은 코드다: 더 나은 코드를 작성하는 간단하고 실전적인 테크닉,"더스틴 보즈웰 , 트레버 파우커 ",,2012-04-26,9788979149142
훌륭한 프로그래머 되는 법 : 프로젝트와 팀을 성공으로 이끄는 선배 개발자의 노하우,피트 구들리프 ,,2015-12-04,9788968482304
"자바스크립트 웹 애플리케이션 : 제이쿼리, Node.js, 웹소켓, 스파인, 백본, 자바스크립트MVC",알렉스 맥카우 ,,2012-06-18,9788979149258
"모던 웹을 위한 Node.js 프로그래밍(개정판) : 페이스북, 월마트, 링크드인이 선택한 자바스크립트 + 노드제이에스 서버 프로그래밍",윤인성 ,,2013-09-03,9788968480430
"IT CookBook, 자바스크립트 프로그래밍 입문",윤인성 ,,2016-12-15,9791156642787
"IT CookBook, 쉽게 배우는 알고리즘 : 관계 중심의 사고법",문병로 ,,2013-07-02,9788998756406
"IT CookBook, SQL Server로 배우는 데이터베이스 개론과 실습","박우창 , 남송휘 ",,2013-07-01,9788998756246
"IT CookBook, 유닉스 시스템 프로그래밍",이종원 ,,2010-01-12,9788979147155
jQuery Mobile(개정판),존 라이드 ,,2012-01-19,9788979149067
전문가를 위한 C++(개정3판),마크 그레고리 ,,2016-11-04,9788968484858
대학생을 위한 스크래치 프로그래밍 : 누구나 할 수 있는 가장 쉬운 프로그래밍 입문서,김종훈 ,,2016-01-26,9788968482557
Head First jQuery: 자바스크립트를 몰라도 배울 수 있는 제이쿼리,"라이언 베네디티 , 로넌 크랜리 ",,2012-05-24,9788979149203
"뇌를 자극하는 SQL Server 2012 (1권, 기본편)",우재남 ,,2013-02-13,9788979149920
전문가를 위한 C++(개정4판),마크 그레고리 ,,2019-08-20,9791162242087
자바 객체지향 디자인 패턴: UML과 GoF 디자인 패턴 핵심 10가지로 배우는,"정인상 , 채흥석 ",,2014-04-28,9788968480911
"뇌를 자극하는 SQL Server 2012 (2권, 관리/응용편)",우재남 ,,2014-04-28,9788968480782
Effective Unit Testing : 클린 코드와 좋은 설계를 이끄는 단위 테스트,라쎄 코스켈라 ,,2013-11-11,9788968480621
"IT CookBook, 컴퓨터 사이언스(개정판) : 새내기를 위한 최신 컴퓨터 개론","이동명 , 권오현 , 고정국 ",,2015-12-28,9791156642428
TopCoder 탑코더 알고리즘 트레이닝,타카하시 나오히로 ,,2013-10-28,9788968480553
"모던 웹을 요리하는 초간편 HTML5 Cookbook : 자바스크립트 API, 로컬 저장소, 접근성, 지오로케이션","크리스토퍼 슈미트 , 카일 심슨 ",,2012-08-17,9788979149401
리팩터링 2판 (리팩토링 개정판),마틴 파울러 ,,2020-04-01,9791162242742
Head First JavaScript : 대화형 웹 애플리케이션의 시작,마이클 모리슨 ,,2008-07-01,9788979145823
사전처럼 바로 찾아 쓰는 HTML5 핵심 API,하타노 후토미 ,,2011-12-01,9788979148732
클라이언트-서버 웹 앱 만들기: 자바와 자바스크립트로 배우는 모던 웹 앱 개발,캐지미어 새터노스 ,,2014-10-17,9788968481345
프로젝트로 배우는 HTML5+자바스크립트,지닌 마이어 ,,2012-06-22,9788979149241
"IT CookBook, 쉽게 배우는 유전 알고리즘 : 진화적 접근법",문병로 ,,2014-09-02,9791156641353
풀스택 개발자를 위한 MEAN 스택 입문,"애덤 브레츠 , 콜린 J. 이릭 ",,2015-08-27,9788968482182
"IT CookBook, 쉽게 배우는 알고리즘(개정판)",문병로 ,,2018-01-20,9791156643753
"IT CookBook, 유닉스 이론과 실습(개정판)","윤소정 , 이종원 ",,2013-07-28,9788998756512
"IT CookBook, 우분투 리눅스(개정판)",이종원 ,,2018-02-20,9791156643821
나는 프로그래머다,임백준외 6명 ,,2004-03-16,8979142749
만들면서 배우는 HTML5+CSS3+jQuery,야무(지훈) ,,2012-03-12,9788979149104
프로그래밍 스칼라,"딘 왐플러 , 알렉스 페인 ",,2016-06-01,9788968482755
"IT CookBook, 유닉스 이론과 실습(3판)","이종원 , 윤소정 ",,2019-11-13,9791156644637
"IT CookBook, 데이터베이스 관리와 실습(개정판) : MS SQL Server 2008",손광수 ,,2013-07-02,9788998756468
"IT CookBook, 데이터베이스 개론",김연희 ,,2013-07-03,9788998756253
"IT CookBook, 컴퓨터 개론 : 쉽게 배우는 컴퓨터 기본 원리","김종훈 , 김종진 ",,2013-03-12,9788998756055
"Blog2Book, 자바 개발자도 쉽고 즐겁게 배우는 테스팅 이야기",이상민 ,,2009-12-09,9788979147124
"IT CookBook, 데이터베이스 기초와 실습 : 액세스 2013",김지연 ,,2015-12-28,9791156642404
테스트 주도 개발 : 고품질 쾌속개발을 위한 TDD 실천법과 도구,채수원 ,,2010-06-08,9788979147261
HTML5 Canvas : 웹의 한계를 캔버스로 뛰어 넘는다,"스티브 펄튼 , 제프 펄튼 ",,2012-01-09,9788979148985
